temperature,humidity,moisture,soil_type,crop_type,nitrogen,potassium,phosphorous,fertilizer_name,field_capacity,wilting_point,clay_fraction,cec_baseline,om_baseline,vpd_kpa,smd,saturation_excess,soil_temp_estimate,q10_proxy,t_max_est,t_min_est,et0_estimate,n_mineralization_index,k_depletion_proxy,n_leach_risk,general_stress,p_immobility_index
31.48,59.28,37.95,Black,Pulses,23,1,25,14-35-14,0.45,0.28,0.55,35.0,1.5,1.8799724705648297,0.07050000000000001,0.0,28.332,0.5567045102047221,36.480000000000004,26.48,13.620157566336744,0.8350567653070832,0.7315863219848099,0.0,0.1325380591748205,0.1
29.47,59.62,31.33,Red,Sugarcane,41,1,2,10-26-26,0.22,0.1,0.3,12.0,1.0,1.6619478519640145,-0.09329999999999997,0.09329999999999997,26.523,0.37327156011704116,34.47,24.47,13.064627600664322,0.37327156011704116,1.8093941481361537,0.06530999999999998,-0.1550597345882425,0.1
28.52,63.14,37.44,Black,Paddy,33,2,0,Urea,0.45,0.28,0.55,35.0,1.5,1.43602739571373,0.07560000000000006,0.0,25.668,0.4042949737561418,33.519999999999996,23.52,12.802063686540535,0.6064424606342127,0.5252604050155462,0.0,0.10856367111595806,0.1
37.46,62.66,42.24,Clayey,Millets,34,0,0,Urea,0.4,0.25,0.5,30.0,2.5,2.4023612798260627,-0.022399999999999975,0.022399999999999975,33.714,1.1506275088309037,42.46,32.46,15.27292830997907,2.8765687720772593,1.2230363867151008,0.011199999999999988,-0.05381289266810375,0.1
24.64,58.38,63.27,Loamy,Maize,38,0,0,20-20,0.25,0.12,0.2,15.0,2.0,1.2904202679959833,-0.38270000000000004,0.38270000000000004,22.176000000000002,0.45725278414970844,29.64,19.64,11.72969738464552,0.9145055682994169,1.0090826161737372,0.30616000000000004,-0.4938438365620629,0.1
40.0,77.27,38.47,Red,Millets,15,0,40,17-17-17,0.22,0.1,0.3,12.0,1.0,1.6764769697030042,-0.16469999999999999,0.16469999999999999,36.0,1.3630277755811255,45.0,35.0,15.974941301425806,1.3630277755811255,2.2318017653498083,0.11528999999999998,-0.2761157569100848,0.1
22.31,49.61,31.26,Black,Wheat,17,0,17,DAP,0.45,0.28,0.55,35.0,1.5,1.357658988775176,0.13740000000000002,0.0,20.079,0.1775068887439353,27.31,17.31,11.085724837373514,0.26626033311590297,0.4300181135013822,0.0,0.18654234505770922,0.1
29.54,59.13,40.66,Loamy,Sugarcane,41,0,0,17-17-17,0.25,0.12,0.2,15.0,2.0,1.6889076498886118,-0.15659999999999996,0.15659999999999996,26.586,0.4879533959519435,34.54,24.54,13.083974415389235,0.975906791903887,1.4731749654065172,0.12527999999999997,-0.2644829379725565,0.1
35.59,59.08,70.0,Black,Barley,6,10,13,DAP,0.45,0.28,0.55,35.0,1.5,2.376898746869455,-0.24999999999999994,0.24999999999999994,32.031000000000006,1.5712791864581428,40.59,30.590000000000003,14.756091973756469,2.356918779687214,1.002106757746062,0.11249999999999996,-0.5942246867173636,0.1
33.9,62.16,47.51,Sandy,Pulses,6,14,17,DAP,0.1,0.04,0.05,5.0,0.5,2.0016280062376866,-0.3751,0.3751,30.509999999999998,0.8953147283010345,38.9,28.9,14.289004589683637,0.44765736415051727,5.720254353593923,0.35634499999999997,-0.7508106651397563,0.1
34.54,58.84,53.98,Black,Tobacco,10,19,13,28-28,0.45,0.28,0.55,35.0,1.5,2.25610038428989,-0.08979999999999994,0.08979999999999994,31.086,1.0869041454605513,39.54,29.54,14.465889752882816,1.6303562181908269,0.9324714123021173,0.04040999999999997,-0.20259781450923198,0.1
33.48,58.65,32.9,Loamy,Sugarcane,7,3,39,28-28,0.25,0.12,0.2,15.0,2.0,2.136625793531493,-0.07899999999999996,0.07899999999999996,30.131999999999998,0.5936190304753289,38.48,28.479999999999997,14.172923701334177,1.1872380609506579,2.018815623334963,0.06319999999999996,-0.16879343768898786,0.1
34.99,75.44,53.77,Loamy,Oil seeds,19,0,42,20-20,0.25,0.12,0.2,15.0,2.0,1.3801674453885298,-0.28770000000000007,0.28770000000000007,31.491000000000003,1.1342940837909252,39.99,29.990000000000002,14.590262133257237,2.2685881675818504,1.342466987733776,0.23016000000000006,-0.3970741740382801,0.1
40.0,66.7,69.57,Red,Ground Nuts,14,4,40,28-28,0.22,0.1,0.3,12.0,1.0,2.456079326489662,-0.4757,0.4757,36.0,2.464929616511019,45.0,35.0,15.974941301425806,2.464929616511019,3.2696435893598146,0.33299,-1.168356935611132,0.1
26.37,52.2,36.71,Loamy,Cotton,17,4,44,14-35-14,0.25,0.12,0.2,15.0,2.0,1.6422483424791239,-0.11709999999999998,0.11709999999999998,23.733,0.3173258901703975,31.37,21.37,12.207840091418303,0.634651780340795,1.3365536770254602,0.09367999999999999,-0.19230728090430538,0.1
30.89,58.66,49.31,Loamy,Ground Nuts,15,0,8,14-35-14,0.25,0.12,0.2,15.0,2.0,1.8456384570487878,-0.24310000000000004,0.24310000000000004,27.801000000000002,0.6804994359600238,35.89,25.89,13.457091556512498,1.3609988719200476,1.6557950464484,0.19448000000000004,-0.44867470890856037,0.1
28.31,43.74,42.46,Red,Ground Nuts,8,0,35,20-20,0.22,0.1,0.3,12.0,1.0,2.1652766589689234,-0.20460000000000003,0.20460000000000003,25.479,0.4486452782191784,33.31,23.31,12.744023242365813,0.4486452782191784,2.2995280056710126,0.14322000000000001,-0.4430156044250418,0.1
24.14,51.65,39.68,Black,Sugarcane,7,4,27,14-35-14,0.45,0.28,0.55,35.0,1.5,1.4548919814334564,0.053200000000000025,0.0,21.726000000000003,0.27230489483554643,29.14,19.14,11.591505850896162,0.40845734225331964,0.48183968329165205,0.0,0.07740025341225992,0.1
24.67,47.76,26.37,Loamy,Millets,35,1,2,10-26-26,0.25,0.12,0.2,15.0,2.0,1.622595922696868,-0.01369999999999999,0.01369999999999999,22.203000000000003,0.19116885466922812,29.67,19.67,11.737988876670483,0.38233770933845623,1.2697341927964478,0.010959999999999992,-0.022229564140947077,0.1
23.6,55.67,40.76,Black,Pulses,16,2,21,20-20,0.45,0.28,0.55,35.0,1.5,1.2913430960507297,0.04240000000000005,0.0,21.240000000000002,0.26451191600668844,28.6,18.6,11.44225899444686,0.39676787401003266,0.42216806159152337,0.0,0.054752947272551006,0.1
27.74,65.66,67.85,Loamy,Millets,13,0,36,17-17-17,0.25,0.12,0.2,15.0,2.0,1.2785066204077369,-0.4285,0.4285,24.965999999999998,0.6758522447348047,32.739999999999995,22.74,12.586484893891537,1.3517044894696093,1.0727936176334867,0.3428,-0.5478400868447152,0.1
27.83,41.06,29.89,Sandy,Sugarcane,15,16,7,Urea,0.1,0.04,0.05,5.0,0.5,2.205933208604145,-0.1989,0.1989,25.047,0.3005199284128185,32.83,22.83,12.611359369966426,0.15025996420640925,5.563963287969997,0.18895499999999998,-0.43876011519136443,0.1
28.66,64.42,38.34,Black,Oil seeds,13,15,11,28-28,0.45,0.28,0.55,35.0,1.5,1.397455044161493,0.06659999999999999,0.0,25.794,0.4200563338979827,33.66,23.66,12.840757315990357,0.630084500846974,0.5126966023452663,0.0,0.09307050594115543,0.1
27.57,47.43,38.87,Red,Sugarcane,21,0,19,20-20,0.22,0.1,0.3,12.0,1.0,1.9378968158847045,-0.1687,0.1687,24.813000000000002,0.3804302457362737,32.57,22.57,12.539499772416763,0.3804302457362737,2.0250213901461183,0.11808999999999999,-0.32692319283974963,0.1
32.25,51.79,35.69,Black,Millets,14,0,10,DAP,0.45,0.28,0.55,35.0,1.5,2.3248601372026365,0.09310000000000002,0.0,29.025000000000002,0.5669837425107402,37.25,27.25,13.832972528310755,0.8504756137661104,0.9188493260025383,0.0,0.21644447877356549,0.1
33.02,48.8,52.02,Clayey,Ground Nuts,22,0,15,28-28,0.4,0.25,0.5,30.0,2.5,2.578326285746297,-0.12019999999999997,0.12019999999999997,29.718000000000004,0.8949638738211543,38.02,28.020000000000003,14.045787490284768,2.237409684552886,1.2071541030069244,0.06009999999999999,-0.3099148195467048,0.1
30.68,54.7,40.85,Black,Maize,19,0,13,DAP,0.45,0.28,0.55,35.0,1.5,1.9983604103374768,0.04149999999999998,0.0,27.612000000000002,0.5516269012948716,35.68,25.68,13.399051112337771,0.8274403519423074,0.7650323793995466,0.0,0.08293195702900524,0.1
30.56,60.51,28.79,Red,Wheat,16,1,40,20-20,0.22,0.1,0.3,12.0,1.0,1.7301643088408394,-0.06789999999999999,0.06789999999999999,27.503999999999998,0.3839733686151949,35.56,25.56,13.365885144237925,0.3839733686151949,1.9270981193855374,0.04752999999999999,-0.11747815657029298,0.1
25.84,60.68,34.82,Sandy,Cotton,7,12,27,14-35-14,0.1,0.04,0.05,5.0,0.5,1.3092684737456017,-0.2482,0.2482,23.256,0.28492244696727126,30.84,20.84,12.061357065643982,0.14246122348363563,3.1583109113272854,0.23579,-0.32496043518365836,0.1
34.57,55.7,53.44,Clayey,Oil seeds,43,0,0,14-35-14,0.4,0.25,0.5,30.0,2.5,2.4322558218237806,-0.13439999999999996,0.13439999999999996,31.113,1.0793773458314353,39.57,29.57,14.474181244907776,2.6984433645785884,1.1734970533019837,0.06719999999999998,-0.32689518245311605,0.1
26.71,55.16,44.94,Red,Cotton,24,0,22,10-26-26,0.22,0.1,0.3,12.0,1.0,1.5716997718437378,-0.22939999999999997,0.22939999999999997,24.039,0.40238058103317154,31.71,21.71,12.301810334367866,0.40238058103317154,1.6112293746492425,0.16057999999999997,-0.3605479276609534,0.1
22.88,46.03,22.86,Black,Oil seeds,11,0,13,28-28,0.45,0.28,0.55,35.0,1.5,1.5052831670524305,0.2214,0.0,20.592,0.1376967428312374,27.88,17.88,11.243263185847782,0.2065451142468561,0.4835512804684842,0.0,0.3332696931854081,0.1
33.69,55.35,60.53,Black,Oil seeds,12,7,36,10-26-26,0.45,0.28,0.55,35.0,1.5,2.3343609226445863,-0.15530000000000005,0.15530000000000005,30.320999999999998,1.1161485047911273,38.69,28.689999999999998,14.230964145508905,1.674222757186691,0.9491487597952054,0.06988500000000002,-0.36252625128670435,0.1
29.22,49.26,33.55,Red,Wheat,35,0,0,28-28,0.22,0.1,0.3,12.0,1.0,2.0584644319161227,-0.11549999999999996,0.11549999999999996,26.298,0.3895109416374941,34.22,24.22,12.995531833789641,0.3895109416374941,2.2292366711408067,0.08084999999999996,-0.2377526418863121,0.1
32.64,67.85,32.04,Loamy,Maize,5,7,27,17-17-17,0.25,0.12,0.2,15.0,2.0,1.5848213974482417,-0.07040000000000002,0.07040000000000002,29.376,0.5299646017656207,37.64,27.64,13.940761924635252,1.0599292035312413,1.4729078529929118,0.056320000000000016,-0.11157142638035625,0.1
25.17,47.0,37.3,Black,Tobacco,6,22,13,10-26-26,0.45,0.28,0.55,35.0,1.5,1.6959983767696667,0.07700000000000001,0.0,22.653000000000002,0.28476760302496057,30.17,20.17,11.876180410419844,0.4271514045374408,0.5754852199513077,0.0,0.13059187501126435,0.1
30.7,57.61,50.29,Black,Oil seeds,16,0,7,Urea,0.45,0.28,0.55,35.0,1.5,1.8721242672269733,-0.0529,0.0529,27.63,0.6805092011614987,35.7,25.7,13.404578773687746,1.020763801742248,0.7170010632621832,0.023805,-0.0990353737363069,0.1
29.75,58.55,65.87,Clayey,Barley,18,1,40,10-26-26,0.4,0.25,0.5,30.0,2.5,1.733687653940633,-0.25870000000000004,0.25870000000000004,26.775000000000002,0.8078635703167246,34.75,24.75,13.142014859563963,2.0196589257918114,0.7594716303310127,0.12935000000000002,-0.44850499607444183,0.1
27.58,64.9,58.56,Red,Ground Nuts,11,14,10,20-20,0.22,0.1,0.3,12.0,1.0,1.2946532688827865,-0.36560000000000004,0.36560000000000004,24.822,0.5737346244360326,32.58,22.58,12.542263603091747,0.5737346244360326,1.353156881077694,0.25592000000000004,-0.4733252351035468,0.1
30.12,64.91,33.26,Sandy,Millets,35,0,4,20-20,0.1,0.04,0.05,5.0,0.5,1.4991701851500476,-0.2326,0.2326,27.108,0.4238419247614415,35.120000000000005,25.12,13.24427659453849,0.21192096238072075,3.9710849188825423,0.22097,-0.3487069850659011,0.1
28.43,63.69,37.41,Sandy,Millets,1,21,19,17-17-17,0.1,0.04,0.05,5.0,0.5,1.407232729084817,-0.2741,0.2741,25.587,0.4002255012380785,33.43,23.43,12.777189210465659,0.20011275061903924,3.5960957685353336,0.260395,-0.38572249104214834,0.1
26.62,61.65,36.08,Loamy,Paddy,31,0,0,20-20,0.25,0.12,0.2,15.0,2.0,1.3371201470611656,-0.11080000000000001,0.11080000000000001,23.958000000000002,0.3200552983437319,31.62,21.62,12.276935858292983,0.6401105966874638,1.0943825520200805,0.08864000000000001,-0.14815291229437716,0.1
33.94,57.36,51.49,Clayey,Millets,10,2,41,20-20,0.4,0.25,0.5,30.0,2.5,2.260566300830655,-0.1149,0.1149,30.546,0.9743423270648381,38.94,28.939999999999998,14.300059912383583,2.4358558176620955,1.0775411179264567,0.05745,-0.25973906796544227,0.1
33.34,65.67,58.35,Black,Millets,12,3,37,17-17-17,0.45,0.28,0.55,35.0,1.5,1.7600566219698393,-0.1335,0.1335,30.006000000000004,1.0376714087655154,38.34,28.340000000000003,14.134230071884355,1.5565071131482733,0.7107727209847228,0.060074999999999996,-0.23496755903297356,0.1
31.03,54.07,57.8,Black,Cotton,6,0,16,28-28,0.45,0.28,0.55,35.0,1.5,2.0669744609556626,-0.12799999999999995,0.12799999999999995,27.927000000000003,0.8093074392579563,36.03,26.03,13.49578518596232,1.2139611588869346,0.7970126659979395,0.05759999999999997,-0.2645727310023247,0.1
32.8,73.72,52.98,Clayey,Pulses,2,6,25,Urea,0.4,0.25,0.5,30.0,2.5,1.3071650958535503,-0.12979999999999992,0.12979999999999992,29.52,0.8909600389822846,37.8,27.799999999999997,13.984983215435046,2.2274000974557113,0.609356064177148,0.06489999999999996,-0.16967002944179072,0.1
33.37,65.55,45.17,Red,Paddy,13,0,36,20-20,0.22,0.1,0.3,12.0,1.0,1.7691756564926302,-0.2317,0.2317,30.032999999999998,0.8057820066089861,38.37,28.369999999999997,14.142521563909316,0.8057820066089861,2.0850504060242034,0.16218999999999997,-0.4099179996093424,0.1
26.13,55.73,53.35,Red,Oil seeds,13,0,5,Urea,0.22,0.1,0.3,12.0,1.0,1.4995835793358152,-0.3135,0.3135,23.517,0.44984994461387773,31.13,21.13,12.14150815521861,0.44984994461387773,1.517267188161476,0.21944999999999998,-0.4701194521217781,0.1
29.21,57.9,34.9,Red,Barley,10,14,24,Urea,0.22,0.1,0.3,12.0,1.0,1.7069642638813791,-0.12899999999999998,0.12899999999999998,26.289,0.4047651094556989,34.21,24.21,12.992768003114659,0.4047651094556989,1.8481825558515124,0.09029999999999998,-0.22019839004069786,0.1
33.39,63.67,59.26,Black,Maize,11,16,15,17-17-17,0.45,0.28,0.55,35.0,1.5,1.8678111567432283,-0.1426,0.1426,30.051000000000002,1.0593222916533065,38.39,28.39,14.14804922525929,1.5889834374799596,0.7550252625454769,0.06416999999999999,-0.26634987095158436,0.1
30.47,61.98,21.87,Black,Millets,42,0,1,DAP,0.45,0.28,0.55,35.0,1.5,1.6572156554736268,0.2313,0.0,27.423,0.2889766611782531,35.47,25.47,13.341010668163038,0.4334649917673796,0.6316837639748701,0.0,0.3833139811110499,0.1
24.6,59.94,58.54,Black,Barley,12,0,12,17-17-17,0.45,0.28,0.55,35.0,1.5,1.2390883806067308,-0.13540000000000002,0.13540000000000002,22.14,0.42132115201240367,29.6,19.6,11.718642061945575,0.6319817280186055,0.4148695204413161,0.060930000000000005,-0.16777256673415136,0.1
32.18,53.01,45.88,Sandy,Barley,1,18,14,DAP,0.1,0.04,0.05,5.0,0.5,2.257095718714204,-0.3588,0.3588,28.962,0.7236040751342522,37.18,27.18,13.813625713585845,0.3618020375671261,6.2357350916110095,0.34086,-0.8098459438746564,0.1
26.48,61.28,57.82,Sandy,Sugarcane,9,3,16,10-26-26,0.1,0.04,0.05,5.0,0.5,1.3389402405956932,-0.47820000000000007,0.47820000000000007,23.832,0.5055261810899975,31.48,21.48,12.238242228843161,0.25276309054499874,3.2772549988711273,0.45429,-0.6402812230528606,0.1
33.16,63.11,53.91,Sandy,Pulses,23,0,28,10-26-26,0.1,0.04,0.05,5.0,0.5,1.8723401059428548,-0.43909999999999993,0.43909999999999993,29.843999999999998,0.9410168843942576,38.16,28.159999999999997,14.084481119734585,0.4705084421971288,5.2741877743747985,0.41714499999999993,-0.8221445405195075,0.1
37.39,69.61,67.14,Red,Millets,38,0,2,20-20,0.22,0.1,0.3,12.0,1.0,1.947798270396147,-0.4514,0.4514,33.651,1.815706785772573,42.39,32.39,15.253581495254155,1.815706785772573,2.4759083044835597,0.31598,-0.8792361392568208,0.1
38.64,74.69,33.53,Sandy,Sugarcane,14,3,16,Urea,0.1,0.04,0.05,5.0,0.5,1.735628170704456,-0.23529999999999998,0.23529999999999998,34.776,1.0320120821391818,43.64,33.64,15.59906032962755,0.5160060410695909,5.414833708923983,0.22353499999999998,-0.4083933085667585,0.1
22.93,59.18,36.33,Loamy,Pulses,11,0,38,17-17-17,0.25,0.12,0.2,15.0,2.0,1.141965921141766,-0.11329999999999996,0.11329999999999996,20.637,0.21996840870087694,27.93,17.93,11.25708233922272,0.4399368174017539,0.8570136268586119,0.09063999999999997,-0.12938473886536206,0.1
31.44,62.56,39.08,Red,Paddy,45,0,0,20-20,0.22,0.1,0.3,12.0,1.0,1.724622113442961,-0.17079999999999998,0.17079999999999998,28.296000000000003,0.570912478410946,36.44,26.44,13.60910224363679,0.570912478410946,1.9558798894568519,0.11955999999999997,-0.2945654569760577,0.1
25.6,66.44,64.99,Clayey,Tobacco,9,6,29,DAP,0.4,0.25,0.5,30.0,2.5,1.1016980045771372,-0.2498999999999999,0.2498999999999999,23.040000000000003,0.5187481498064108,30.6,20.6,11.995025129444292,1.296870374516027,0.4404965083320464,0.12494999999999995,-0.2753143313438265,0.1
33.19,59.66,56.19,Loamy,Paddy,6,12,14,14-35-14,0.25,0.12,0.2,15.0,2.0,2.050887517445813,-0.31189999999999996,0.31189999999999996,29.871,0.9838652022826272,38.19,28.189999999999998,14.092772611759546,1.9677304045652544,1.926846095710659,0.24951999999999996,-0.6396718166913491,0.1
27.12,47.82,58.64,Clayey,Sugarcane,38,0,0,Urea,0.4,0.25,0.5,30.0,2.5,1.8735320373361455,-0.1864,0.1864,24.408,0.547806515431416,32.120000000000005,22.12,12.415127392042342,1.3695162885785401,0.7753379638866958,0.0932,-0.34922637175945753,0.1
28.19,51.2,44.38,Clayey,Cotton,24,0,16,14-35-14,0.4,0.25,0.5,30.0,2.5,1.865111247957069,-0.043800000000000006,0.043800000000000006,25.371000000000002,0.4631444583500591,33.19,23.19,12.71085727426596,1.1578611458751478,0.7902387624470125,0.021900000000000003,-0.08169187266051964,0.1
31.97,58.34,59.73,Red,Cotton,6,11,32,DAP,0.22,0.1,0.3,12.0,1.0,1.9774838456792976,-0.37729999999999997,0.37729999999999997,28.773,0.9217872971782436,36.97,26.97,13.755585269411112,0.9217872971782436,2.266787304843715,0.26410999999999996,-0.7461046549747989,0.1
34.13,65.02,35.68,Black,Cotton,41,0,3,DAP,0.45,0.28,0.55,35.0,1.5,1.8741876395351547,0.0932,0.0,30.717000000000002,0.688579238886243,39.13,29.130000000000003,14.352572695208343,1.0328688583293644,0.7685546954539781,0.0,0.17467428800467644,0.1
26.4,65.58,44.9,Sandy,Maize,27,0,20,Urea,0.1,0.04,0.05,5.0,0.5,1.1846491227646694,-0.349,0.349,23.759999999999998,0.3893282771028058,31.4,21.4,12.216131583443262,0.1946641385514029,2.8943659127807666,0.33154999999999996,-0.4134425438448696,0.1
37.03,63.45,39.53,Red,Cotton,39,3,0,20-20,0.22,0.1,0.3,12.0,1.0,2.297195099377507,-0.17529999999999998,0.17529999999999998,33.327000000000005,1.0299339678680408,42.03,32.03,15.154083590954619,1.0299339678680408,2.9009905467248367,0.12270999999999999,-0.40269830092087694,0.1
21.34,54.69,39.42,Red,Pulses,20,2,26,14-35-14,0.22,0.1,0.3,12.0,1.0,1.1506117600793284,-0.1742,0.1742,19.206,0.20246122661734667,26.34,16.34,10.81763326189976,0.20246122661734667,1.0372413372805973,0.12193999999999999,-0.20043656860581902,0.1
30.34,57.74,34.86,Red,Millets,16,0,42,DAP,0.22,0.1,0.3,12.0,1.0,1.8283859600960777,-0.12860000000000002,0.12860000000000002,27.306,0.45446237780559606,35.34,25.34,13.305080869388208,0.45446237780559606,2.027235254961026,0.09002,-0.23513043446835563,0.1
27.05,53.84,37.54,Black,Maize,23,0,24,14-35-14,0.45,0.28,0.55,35.0,1.5,1.6505948107385346,0.0746,0.0,24.345000000000002,0.3481617338149653,32.05,22.05,12.395780577317423,0.5222426007224479,0.5845831741706758,0.0,0.12313437288109469,0.1
28.09,53.58,27.41,Loamy,Ground Nuts,13,6,14,28-28,0.25,0.12,0.2,15.0,2.0,1.7638595748561592,-0.02410000000000001,0.02410000000000001,25.281,0.2831022113567765,33.09,23.09,12.683218967516098,0.566204422713553,1.4914278143900344,0.01928000000000001,-0.04250901575403346,0.1
36.19,70.05,26.41,Black,Wheat,19,3,24,14-35-14,0.45,0.28,0.55,35.0,1.5,1.7979618164146078,0.1859,0.0,32.571,0.6308025006312759,41.19,31.189999999999998,14.921921814255695,0.9462037509469138,0.7665441614158837,0.0,0.33424110167147564,0.1
27.86,44.14,58.37,Black,Barley,13,0,16,14-35-14,0.45,0.28,0.55,35.0,1.5,2.0943181683343592,-0.13369999999999999,0.13369999999999999,25.074,0.5886884828891942,32.86,22.86,12.619650861991389,0.8830327243337912,0.7551304022372834,0.06016499999999999,-0.2800103391063038,0.1
26.41,56.89,37.25,Loamy,Oil seeds,31,0,2,17-17-17,0.25,0.12,0.2,15.0,2.0,1.484611545813764,-0.1225,0.1225,23.769000000000002,0.3233295358024966,31.41,21.41,12.21889541411825,0.6466590716049933,1.209354213926054,0.098,-0.1818649143621861,0.1
28.03,42.81,70.0,Black,Sugarcane,5,0,14,10-26-26,0.45,0.28,0.55,35.0,1.5,2.1655211233675615,-0.24999999999999994,0.24999999999999994,25.227,0.718514103951654,33.03,23.03,12.66663598346617,1.077771155927481,0.7837105081201039,0.11249999999999996,-0.5413802808418903,0.1
29.21,57.22,49.29,Clayey,Paddy,17,13,14,14-35-14,0.4,0.25,0.5,30.0,2.5,1.7345351831079663,-0.09289999999999998,0.09289999999999998,26.289,0.5716582305178052,34.21,24.21,12.992768003114659,1.4291455762945129,0.7512137742453936,0.04644999999999999,-0.16113831851073004,0.1
37.56,66.53,37.17,Black,Sugarcane,15,0,39,14-35-14,0.45,0.28,0.55,35.0,1.5,2.165092449920622,0.07829999999999998,0.0,33.804,1.0230535159123995,42.56,32.56,15.300566616728938,1.5345802738685992,0.9464897503253527,0.0,0.16952673882878466,0.1
35.57,69.22,38.56,Clayey,Tobacco,26,0,17,28-28,0.4,0.25,0.5,30.0,2.5,1.7859349476006274,0.014400000000000024,0.0,32.013,0.8637605271507341,40.57,30.57,14.750564312406492,2.1594013178768354,0.8781182767452458,0.0,0.025717463245449077,0.1
34.43,59.77,62.97,Red,Cotton,17,2,42,14-35-14,0.22,0.1,0.3,12.0,1.0,2.1917078205603633,-0.40970000000000006,0.40970000000000006,30.987000000000002,1.2535671867635922,39.43,29.43,14.435487615457957,1.2535671867635922,2.636530925033456,0.28679000000000004,-0.897942694083581,0.1
31.27,43.49,37.61,Loamy,Barley,35,0,3,14-35-14,0.25,0.12,0.2,15.0,2.0,2.5780497841469003,-0.1261,0.1261,28.143,0.5398547195421836,36.269999999999996,26.27,13.562117122162007,1.0797094390843671,2.3309208746243164,0.10088,-0.3250920777809241,0.1
25.82,61.11,39.24,Red,Barley,6,20,16,17-17-17,0.22,0.1,0.3,12.0,1.0,1.2934183720640382,-0.17240000000000003,0.17240000000000003,23.238,0.3204261176684838,30.82,20.82,12.055829404294009,0.3204261176684838,1.2994359368319768,0.12068000000000001,-0.22298532734384022,0.1
26.5,45.75,61.25,Red,Millets,36,0,0,DAP,0.22,0.1,0.3,12.0,1.0,1.8781796796478198,-0.39250000000000007,0.39250000000000007,23.85,0.5366246865435613,31.5,21.5,12.243769890193134,0.5366246865435613,1.9163333175037134,0.27475000000000005,-0.7371855242617694,0.1
34.03,60.39,43.18,Loamy,Sugarcane,10,0,6,10-26-26,0.25,0.12,0.2,15.0,2.0,2.1104809137720353,-0.18180000000000002,0.18180000000000002,30.627000000000002,0.8247394498423997,39.03,29.03,14.324934388458468,1.6494788996847993,2.0155000411918853,0.14544,-0.38368543012375605,0.1
28.01,50.4,61.19,Red,Millets,6,2,11,DAP,0.22,0.1,0.3,12.0,1.0,1.8759373812912339,-0.3919,0.3919,25.209000000000003,0.6267851826147616,33.010000000000005,23.01,12.661108322116199,0.6267851826147616,1.9792871991696093,0.27433,-0.7351798597280346,0.1
28.67,55.39,64.88,Clayey,Oil seeds,14,3,35,17-17-17,0.4,0.25,0.5,30.0,2.5,1.7531365076585588,-0.2487999999999999,0.2487999999999999,25.803,0.7115669448197385,33.67,23.67,12.84352114666535,1.7789173620493461,0.7505481936367913,0.12439999999999996,-0.4361803631054493,0.1
30.47,67.64,60.18,Red,Cotton,39,0,0,17-17-17,0.22,0.1,0.3,12.0,1.0,1.4105075910343654,-0.38180000000000003,0.38180000000000003,27.423,0.7951813200597746,35.47,25.47,13.341010668163038,0.7951813200597746,1.568133068292868,0.26726,-0.5385317982569208,0.1
29.93,66.3,55.91,Black,Cotton,8,9,11,DAP,0.45,0.28,0.55,35.0,1.5,1.4241817752007493,-0.10909999999999992,0.10909999999999992,26.937,0.6986035039487711,34.93,24.93,13.191763811713734,1.0479052559231568,0.536784845811299,0.04909499999999996,-0.15537823167440162,0.1
30.69,60.36,64.89,Loamy,Barley,7,9,32,17-17-17,0.25,0.12,0.2,15.0,2.0,1.7496738087179766,-0.39890000000000003,0.39890000000000003,27.621000000000002,0.8771636891306975,35.69,25.69,13.401814943012752,1.754327378261395,1.563253639671641,0.31912000000000007,-0.6979448822976009,0.1
30.92,49.97,58.06,Loamy,Tobacco,13,0,37,Urea,0.25,0.12,0.2,15.0,2.0,2.2374272929706716,-0.3306,0.3306,27.828000000000003,0.8037449975066734,35.92,25.92,13.46538304853746,1.6074899950133468,2.0085210362068224,0.26448,-0.7396934630561041,0.1
28.21,57.45,20.0,Sandy,Pulses,18,13,13,DAP,0.1,0.04,0.05,5.0,0.5,1.6281314480519407,-0.1,0.1,25.389000000000003,0.20915013985025013,33.21,23.21,12.716384935615942,0.10457506992512507,4.140789243842053,0.095,-0.16281314480519407,0.1
27.18,64.47,30.84,Red,Paddy,15,17,18,20-20,0.22,0.1,0.3,12.0,1.0,1.2802042208971334,-0.0884,0.0884,24.462,0.2898975665204912,32.18,22.18,12.431710376092264,0.2898975665204912,1.3262606747036672,0.06188,-0.1131700531273066,0.1
21.63,57.62,34.24,Sandy,Maize,11,15,11,20-20,0.1,0.04,0.05,5.0,0.5,1.0954759758254036,-0.24240000000000003,0.24240000000000003,19.467,0.18121508564729422,26.63,16.63,10.897784351474385,0.09060754282364711,2.387652189353243,0.23028,-0.26554337654007787,0.1
30.78,61.89,28.42,Clayey,Millets,12,3,36,DAP,0.4,0.25,0.5,30.0,2.5,1.6907991833223233,0.11580000000000001,0.0,27.702,0.3877683850617107,35.78,25.78,13.426689419087642,0.9694209626542767,0.7567278501505289,0.0,0.19579454542872507,0.1
27.05,50.42,42.32,Clayey,Paddy,10,4,11,17-17-17,0.4,0.25,0.5,30.0,2.5,1.7728875805116238,-0.0232,0.0232,24.345000000000002,0.39249346230818677,32.05,22.05,12.395780577317423,0.981233655770467,0.7325441812091088,0.0116,-0.04113099186786967,0.1
